Tiempo ;PITCH;YAW;E_YAW;E_PITCH
0;0;0;0;0
0.02;0;0;0;0
0.04;0;0;0;0
0.06;0;0;0;0
0.08;0;0;0;0
0.1;0;0;0;0
0.12;0;0;0;0
0.14;0;0;0;0
0.16;0;0;0;0
0.18;0;0;0;0
0.2;0;0;0;0
0.22;0;0;0;0
0.24;0;0;0;0
0.26;0;0;0;0
0.28;0;0;0;0
0.3;0;0;0;0
0.32;0;0;0;0
0.34;0;0;0;0
0.36;0;0;0;0
0.38;0;0;0;0
0.4;0;0;0;0
0.42;0;0;0;0
0.44;0;0;0;0
0.46;0;0;0;0
0.48;0;0;0;0
0.5;0;0;0;0
0.52;0;0;0;0
0.54;0;0;0;0
0.56;0;0;0;0
0.58;0;0;0;0
0.6;0;0;0;0
0.62;0;0;0;0
0.64;0;0;0;0
0.66;0;0;0;0
0.68;0;0;0;0
0.7;0;0;0;0
0.72;0;0;0;0
0.74;0;0;0;0
0.76;0;0;0;0
0.78;0;0;0;0
0.8;0;0;0;0
0.82;0;0;0;0
0.84;0;0;0;0
0.86;0;0;0;0
0.88;0;0;0;0
0.9;0;0;0;0
0.92;0;0;0;0
0.94;0;0;0;0
0.96;0;0;0;0
0.98;0;0;0;0
1;0;0;0;0
1.02;0;0;0;0
1.04;0;0;6;0
1.06;0;0;6;0
1.08;0;0;6;0
1.1;0;0;6;0
1.12;0;0;6;0
1.14;0;0;6;0
1.16;0;0;6;0
1.18;0;0;6;0
1.2;0;0;6;0
1.22;0;0;6;0
1.24;0;0;6;0
1.26;0;-0.002;6;0
1.28;0;-0.002;6;0
1.3;0;-0.002;6;0
1.32;0;-0.002;6;0
1.34;0;-0.002;6;0
1.36;0;-0.002;6;0
1.38;0;-0.002;6;0
1.4;0;-0.002;6;0
1.42;0;-0.003;6;0
1.44;0;-0.003;6;0
1.46;0;-0.003;6;0
1.48;0;-0.003;6;0
1.5;0;-0.005;6;0
1.52;0;-0.005;6;0
1.54;0;-0.007;6;0
1.56;0;-0.007;6;0
1.58;0;-0.009;6;0
1.6;0;-0.009;6;0
1.62;0;-0.01;6;0
1.64;0;-0.012;6;0
1.66;0;-0.012;6;0
1.68;0;-0.014;6;0
1.7;0;-0.016;6;0
1.72;0;-0.017;6;0
1.74;0;-0.019;6;0
1.76;0;-0.021;6;0
1.78;0;-0.023;6;0
1.8;0;-0.024;6;0
1.82;0;-0.028;6;0
1.84;0;-0.03;6;0
1.86;0;-0.033;6;0
1.88;0;-0.035;6;0
1.9;0;-0.038;6;0
1.92;0;-0.04;6;0
1.94;0;-0.044;6;0
1.96;0;-0.047;6;0
1.98;0;-0.051;6;0
2;0;-0.052;6;0
2.02;0;-0.056;6;0
2.04;0;-0.061;6;0
2.06;0;-0.065;6;0
2.08;0;-0.068;6;0
2.1;0;-0.072;6;0
2.12;0;-0.077;6;0
2.14;0;-0.08;6;0
2.16;0;-0.086;6;0
2.18;0;-0.089;6;0
2.2;0;-0.094;6;0
2.22;0;-0.099;6;0
2.24;0;-0.105;6;0
2.26;0;-0.11;6;0
2.28;0;-0.115;6;0
2.3;0;-0.12;6;0
2.32;0;-0.126;6;0
2.34;0;-0.133;6;0
2.36;0;-0.138;6;0
2.38;0;-0.143;6;0
2.4;0;-0.15;6;0
2.42;0;-0.157;6;0
2.44;0;-0.162;6;0
2.46;0;-0.169;6;0
2.48;0;-0.176;6;0
2.5;0;-0.183;6;0
2.52;0;-0.19;6;0
2.54;0;-0.197;6;0
2.56;0;-0.204;6;0
2.58;0;-0.213;6;0
2.6;0;-0.22;6;0
2.62;0;-0.229;6;0
2.64;0;-0.236;6;0
2.66;0;-0.244;6;0
2.68;0;-0.253;6;0
2.7;0;-0.262;6;0
2.72;0;-0.271;6;0
2.74;0;-0.279;6;0
2.76;0;-0.288;6;0
2.78;0;-0.297;6;0
2.8;0;-0.305;6;0
2.82;0;-0.316;6;0
2.84;0;-0.325;6;0
2.86;0;-0.335;6;0
2.88;0;-0.346;6;0
2.9;0;-0.354;6;0
2.92;0;-0.365;6;0
2.94;0;-0.375;6;0
2.96;0;-0.386;6;0
2.98;0;-0.396;6;0
3;0;-0.407;6;0
3.02;0;-0.419;6;0
3.04;0;-0.429;6;0
3.06;0;-0.442;6;0
3.08;0;-0.452;6;0
3.1;0;-0.464;6;0
3.12;0;-0.476;6;0
3.14;0;-0.489;6;0
3.16;0;-0.499;6;0
3.18;0;-0.511;6;0
3.2;0;-0.524;6;0
3.22;0;-0.538;6;0
3.24;0;-0.55;6;0
3.26;0;-0.562;6;0
3.28;0;-0.576;6;0
3.3;0;-0.588;6;0
3.32;0;-0.602;6;0
3.34;0;-0.614;6;0
3.36;0;-0.628;6;0
3.38;0;-0.642;6;0
3.4;0;-0.656;6;0
3.42;0;-0.67;6;0
3.44;0;-0.684;6;0
3.46;0;-0.698;6;0
3.48;0;-0.714;6;0
3.5;0;-0.728;6;0
3.52;0;-0.742;6;0
3.54;0;-0.757;6;0
3.56;0;-0.771;6;0
3.58;0;-0.787;6;0
3.6;0;-0.803;6;0
3.62;0;-0.819;6;0
3.64;0;-0.833;6;0
3.66;0;-0.848;6;0
3.68;0;-0.864;6;0
3.7;0;-0.881;6;0
3.72;0;-0.897;6;0
3.74;0;-0.913;6;0
3.76;0;-0.929;6;0
3.78;0;-0.946;6;0
3.8;0;-0.962;6;0
3.82;0;-0.979;6;0
3.84;0;-0.997;6;0
3.86;0;-1.012;6;0
3.88;0;-1.03;6;0
3.9;0;-1.047;6;0
3.92;0;-1.065;6;0
3.94;0;-1.082;6;0
3.96;0;-1.1;6;0
3.98;0;-1.117;6;0
4;0;-1.136;6;0
4.02;0;-1.154;6;0
4.04;0;-1.171;6;0
4.06;0;-1.19;6;0
4.08;0;-1.21;6;0
4.1;0;-1.227;6;0
4.12;0;-1.246;6;0
4.14;0;-1.265;6;0
4.16;0;-1.285;6;0
4.18;0;-1.304;6;0
4.2;0;-1.323;6;0
4.22;0;-1.342;6;0
4.24;0;-1.361;6;0
4.26;0;-1.382;6;0
4.28;0;-1.401;6;0
4.3;0;-1.421;6;0
4.32;0;-1.442;6;0
4.34;0;-1.463;6;0
4.36;0;-1.482;6;0
4.38;0;-1.503;6;0
4.4;0;-1.524;6;0
4.42;0;-1.545;6;0
4.44;0;-1.566;6;0
4.46;0;-1.587;6;0
4.48;0;-1.607;6;0
4.5;0;-1.628;6;0
4.52;0;-1.651;6;0
4.54;0;-1.672;6;0
4.56;0;-1.695;6;0
4.58;0;-1.716;6;0
4.6;0;-1.738;6;0
4.62;0;-1.761;6;0
4.64;0;-1.784;6;0
4.66;0;-1.805;6;0
4.68;0;-1.827;6;0
4.7;0;-1.85;6;0
4.72;0;-1.874;6;0
4.74;0;-1.897;6;0
4.76;0;-1.92;6;0
4.78;0;-1.944;6;0
4.8;0;-1.967;6;0
4.82;0;-1.991;6;0
4.84;0;-2.014;6;0
4.86;0;-2.039;6;0
4.88;0;-2.063;6;0
4.9;0;-2.087;6;0
4.92;0;-2.112;6;0
4.94;0;-2.136;6;0
4.96;0;-2.161;6;0
4.98;0;-2.185;6;0
5;0;-2.211;6;0
5.02;0;-2.236;6;0
5.04;0;-2.262;6;0
5.06;0;-2.286;6;0
5.08;0;-2.313;6;0
5.1;0;-2.339;6;0
5.12;0;-2.365;6;0
5.14;0;-2.389;6;0
5.16;0;-2.416;6;0
5.18;0;-2.442;6;0
5.2;0;-2.47;6;0
5.22;0;-2.496;6;0
5.24;0;-2.522;6;0
5.26;0;-2.548;6;0
5.28;0;-2.576;6;0
5.3;0;-2.602;6;0
5.32;0;-2.63;6;0
5.34;0;-2.656;6;0
5.36;0;-2.684;6;0
5.38;0;-2.712;6;0
5.4;0;-2.738;6;0
5.42;0;-2.766;6;0
5.44;0;-2.794;6;0
5.46;0;-2.822;6;0
5.48;0;-2.85;6;0
5.5;0;-2.88;6;0
5.52;0;-2.908;6;0
5.54;0;-2.936;6;0
5.56;0;-2.965;6;0
5.58;0;-2.993;6;0
5.6;0;-3.023;6;0
5.62;0;-3.051;6;0
5.64;0;-3.081;6;0
5.66;0;-3.11;6;0
5.68;0;-3.14;6;0
5.7;0;-3.17;6;0
5.72;0;-3.199;6;0
5.74;0;-3.229;6;0
5.76;0;-3.259;6;0
5.78;0;-3.29;6;0
5.8;0;-3.32;6;0
5.82;0;-3.351;6;0
5.84;0;-3.381;6;0
5.86;0;-3.412;6;0
5.88;0;-3.444;6;0
5.9;0;-3.475;6;0
5.92;0;-3.506;6;0
5.94;0;-3.538;6;0
5.96;0;-3.569;6;0
5.98;0;-3.602;6;0
6;0;-3.634;6;0
6.02;0;-3.665;6;0
6.04;0;-3.698;6;0
6.06;0;-3.732;6;0
6.08;0;-3.763;6;0
6.1;0;-3.796;6;0
6.12;0;-3.829;6;0
6.14;0;-3.862;6;0
6.16;0;-3.896;6;0
6.18;0;-3.93;6;0
6.2;0;-3.964;6;0
6.22;0;-3.997;6;0
6.24;0;-4.032;6;0
6.26;0;-4.065;6;0
6.28;0;-4.1;6;0
6.3;0;-4.133;6;0
6.32;0;-4.168;6;0
6.34;0;-4.203;6;0
6.36;0;-4.238;6;0
6.38;0;-4.273;6;0
6.4;0;-4.307;6;0
6.42;0;-4.342;6;0
6.44;0;-4.377;6;0
6.46;0;-4.412;6;0
6.48;0;-4.447;6;0
6.5;0;-4.482;6;0
6.52;0;-4.519;6;0
6.54;0;-4.554;6;0
6.56;0;-4.588;6;0
6.58;0;-4.625;6;0
6.6;0;-4.662;6;0
6.62;0;-4.697;6;0
6.64;0;-4.733;6;0
6.66;0;-4.77;6;0
6.68;0;-4.805;6;0
6.7;0;-4.842;6;0
6.72;0;-4.878;6;0
6.74;0;-4.915;6;0
6.76;0;-4.952;6;0
6.78;0;-4.988;6;0
6.8;0;-5.025;6;0
6.82;0;-5.061;6;0
6.84;0;-5.1;6;0
6.86;0;-5.137;6;0
6.88;0;-5.173;6;0
6.9;0;-5.212;6;0
6.92;0;-5.248;6;0
6.94;0;-5.287;6;0
6.96;0;-5.323;6;0
6.98;0;-5.362;6;0
7;0;-5.4;6;0
7.02;0;-5.437;6;0
7.04;0;-5.475;6;0
7.06;0;-5.513;6;0
7.08;0;-5.55;6;0
7.1;0;-5.589;6;0
7.12;0;-5.627;6;0
7.14;0;-5.665;6;0
7.16;0;-5.702;6;0
7.18;0;-5.74;6;0
7.2;0;-5.779;6;0
7.22;0;-5.817;6;0
7.24;0;-5.856;6;0
7.26;0;-5.894;6;0
7.28;0;-5.932;6;0
7.3;0;-5.971;6;0
7.32;0;-6.009;6;0
7.34;0;-6.048;6;0
7.36;0;-6.086;6;0
7.38;0;-6.124;6;0
7.4;0;-6.163;6;0
7.42;0;-6.201;6;0
7.44;0;-6.24;6;0
7.46;0;-6.28;6;0
7.48;0;-6.318;6;0
7.5;0;-6.356;6;0
7.52;0;-6.397;6;0
7.54;0;-6.435;6;0
7.56;0;-6.475;6;0
7.58;0;-6.515;6;0
7.6;0;-6.554;6;0
7.62;0;-6.594;6;0
7.64;0;-6.634;6;0
7.66;0;-6.674;6;0
7.68;0;-6.714;6;0
7.7;0;-6.756;6;0
7.72;0;-6.796;6;0
7.74;0;-6.836;6;0
7.76;0;-6.877;6;0
7.78;0;-6.918;6;0
7.8;0;-6.959;6;0
7.82;0;-7.001;6;0
7.84;0;-7.042;6;0
7.86;0;-7.083;6;0
7.88;0;-7.124;6;0
7.9;0;-7.166;6;0
7.92;0;-7.208;6;0
7.94;0;-7.25;6;0
7.96;0;-7.292;6;0
7.98;0;-7.334;6;0
8;0;-7.376;6;0
8.02;0;-7.418;6;0
8.04;0;-7.461;6;0
8.06;0;-7.503;6;0
8.08;0;-7.547;6;0
8.1;0;-7.589;6;0
8.12;0;-7.632;6;0
8.14;0;-7.674;6;0
8.16;0;-7.718;6;0
8.18;0;-7.761;6;0
8.2;0;-7.805;6;0
8.22;0;-7.847;6;0
8.24;0;-7.891;6;0
8.26;0;-7.934;6;0
8.28;0;-7.978;6;0
8.3;0;-8.023;6;0
8.32;0;-8.067;6;0
8.34;0.003;-8.111;6;0
8.36;0.002;-8.154;6;0
8.38;0.002;-8.2;6;0
8.4;0.002;-8.243;6;0
8.42;0.003;-8.287;6;0
8.44;0.003;-8.332;6;0
8.46;0.005;-8.376;6;0
8.48;0.007;-8.421;6;0
8.5;0.007;-8.465;6;0
8.52;0.009;-8.51;6;0
8.54;0.01;-8.556;6;0
8.56;0.01;-8.599;6;0
8.58;0.012;-8.645;6;0
8.6;0.016;-8.69;6;0
8.62;0.017;-8.735;6;0
8.64;0.019;-8.779;6;0
8.66;0.021;-8.824;6;0
8.68;0.023;-8.87;6;0
8.7;0.024;-8.915;6;0
8.72;0.028;-8.959;6;0
8.74;0.028;-9.004;6;0
8.76;0.031;-9.05;6;0
8.78;0.033;-9.095;6;0
8.8;0.035;-9.139;6;0
8.82;0.037;-9.184;6;0
8.84;0.038;-9.229;6;0
8.86;0.04;-9.275;6;0
8.88;0.044;-9.32;6;0
8.9;0.045;-9.364;6;0
8.92;0.049;-9.409;6;0
8.94;0.051;-9.454;6;0
8.96;0.052;-9.5;6;0
8.98;0.054;-9.545;6;0
9;0.058;-9.591;6;0
9.02;0.058;-9.634;6;0
9.04;0.061;-9.68;6;0
9.06;0.063;-9.725;6;0
9.08;0.066;-9.77;6;0
9.1;0.066;-9.816;6;0
9.12;0.07;-9.861;6;0
9.14;0.07;-9.906;6;0
9.16;0.073;-9.954;6;0
9.18;0.075;-9.999;6;0
9.2;0.079;-10.044;6;0
9.22;0.079;-10.09;6;0
9.24;0.082;-10.135;6;0
9.26;0.084;-10.182;6;0
9.28;0.084;-10.228;6;0
9.3;0.087;-10.273;6;0
9.32;0.089;-10.318;6;0
9.34;0.089;-10.366;6;0
9.36;0.093;-10.411;6;0
9.38;0.094;-10.458;6;0
9.4;0.094;-10.503;6;0
9.42;0.098;-10.551;6;0
9.44;0.098;-10.596;6;0
9.46;0.101;-10.643;6;0
9.48;0.101;-10.688;6;0
9.5;0.103;-10.736;6;0
9.52;0.105;-10.781;6;0
9.54;0.105;-10.828;6;0
9.56;0.106;-10.873;6;0
9.58;0.108;-10.921;6;0
9.6;0.108;-10.968;6;0
9.62;0.11;-11.015;6;0
9.64;0.11;-11.06;6;0
9.66;0.112;-11.107;6;0
9.68;0.112;-11.154;6;0
9.7;0.112;-11.202;6;0
9.72;0.113;-11.249;6;0
9.74;0.113;-11.296;6;0
9.76;0.115;-11.343;6;0
9.78;0.115;-11.39;6;0
9.8;0.115;-11.437;6;0
9.82;0.115;-11.484;6;0
9.84;0.117;-11.531;6;0
9.86;0.117;-11.579;6;0
9.88;0.117;-11.627;6;0
9.9;0.117;-11.675;6;0
9.92;0.117;-11.722;6;0
9.94;0.117;-11.771;6;0
9.96;0.117;-11.818;6;0
9.98;0.117;-11.865;6;0
10;0.117;-11.914;6;0
10.02;0.117;-11.961;6;0
10.04;0.117;-12.01;6;0
10.06;0.117;-12.057;6;0
10.08;0.117;-12.106;6;0
10.1;0.119;-12.153;6;0
10.12;0.119;-12.202;6;0
10.14;0.119;-12.249;6;0
10.16;0.119;-12.298;6;0
10.18;0.119;-12.346;6;0
10.2;0.119;-12.394;6;0
10.22;0.117;-12.442;6;0
10.24;0.117;-12.491;6;0
10.26;0.117;-12.54;6;0
10.28;0.117;-12.589;6;0
10.3;0.115;-12.638;6;0
10.32;0.115;-12.687;6;0
10.34;0.115;-12.736;6;0
10.36;0.115;-12.785;6;0
10.38;0.115;-12.833;6;0
10.4;0.113;-12.884;6;0
10.42;0.113;-12.933;6;0
10.44;0.113;-12.982;6;0
10.46;0.113;-13.032;6;0
10.48;0.113;-13.083;6;0
10.5;0.113;-13.132;6;0
10.52;0.113;-13.182;6;0
10.54;0.113;-13.233;6;0
10.56;0.113;-13.284;6;0
10.58;0.113;-13.334;6;0
10.6;0.113;-13.385;6;0
10.62;0.113;-13.436;6;0
10.64;0.113;-13.486;6;0
10.66;0.113;-13.537;6;0
10.68;0.112;-13.587;6;0
10.7;0.112;-13.64;6;0
10.72;0.113;-13.69;6;0
10.74;0.113;-13.741;6;0
10.76;0.115;-13.792;6;0
10.78;0.115;-13.844;6;0
10.8;0.117;-13.895;6;0
10.82;0.119;-13.947;6;0
10.84;0.12;-13.998;6;0
10.86;0.12;-14.048;6;0
10.88;0.122;-14.101;6;0
10.9;0.124;-14.151;6;0
10.92;0.126;-14.203;6;0
10.94;0.127;-14.254;6;0
10.96;0.131;-14.306;6;0
10.98;0.133;-14.357;6;0
11;0.134;-14.409;6;0
11.02;0.136;-14.46;6;0
11.04;0.136;-14.512;6;0
11.06;0.14;-14.563;6;0
11.08;0.143;-14.615;6;0
11.1;0.145;-14.666;6;0
11.12;0.147;-14.718;6;0
11.14;0.15;-14.771;6;0
11.16;0.152;-14.821;6;0
11.18;0.154;-14.874;6;0
11.2;0.157;-14.926;6;0
11.22;0.157;-14.977;6;0
11.24;0.162;-15.029;6;0
11.26;0.164;-15.08;6;0
11.28;0.166;-15.132;6;0
11.3;0.169;-15.184;6;0
11.32;0.171;-15.235;6;0
11.34;0.173;-15.287;6;0
11.36;0.176;-15.338;6;0
11.38;0.178;-15.39;6;0
11.4;0.182;-15.443;6;0
11.42;0.183;-15.493;6;0
11.44;0.187;-15.546;6;0
11.46;0.187;-15.598;6;0
11.48;0.19;-15.649;6;0
11.5;0.192;-15.701;6;0
11.52;0.194;-15.753;6;0
11.54;0.195;-15.806;6;0
11.56;0.197;-15.856;6;0
11.58;0.199;-15.909;6;0
11.6;0.201;-15.961;6;0
11.62;0.202;-16.013;6;0
11.64;0.204;-16.066;6;0
11.66;0.204;-16.118;6;0
11.68;0.206;-16.17;6;0
11.7;0.208;-16.225;6;0
11.72;0.209;-16.277;6;0
11.74;0.211;-16.329;6;0
11.76;0.211;-16.382;6;0
11.78;0.211;-16.436;6;0
11.8;0.213;-16.488;6;0
11.82;0.213;-16.542;6;0
11.84;0.213;-16.595;6;0
11.86;0.215;-16.649;6;0
11.88;0.215;-16.703;6;0
11.9;0.215;-16.755;6;0
11.92;0.215;-16.809;6;0
11.94;0.215;-16.863;6;0
11.96;0.216;-16.917;6;0
11.98;0.216;-16.972;6;0
12;0.216;-17.026;6;0
12.02;0.216;-17.08;6;0
12.04;0.216;-17.134;6;0
12.06;0.216;-17.188;6;0
12.08;0.216;-17.244;6;0
12.1;0.216;-17.298;6;0
12.12;0.218;-17.352;6;0
12.14;0.218;-17.408;6;0
12.16;0.218;-17.462;6;0
12.18;0.218;-17.518;6;0
12.2;0.218;-17.572;6;0
12.22;0.218;-17.628;6;0
12.24;0.218;-17.684;6;0
12.26;0.216;-17.738;6;0
12.28;0.216;-17.794;6;0
12.3;0.216;-17.849;6;0
12.32;0.216;-17.905;6;0
12.34;0.216;-17.961;6;0
12.36;0.216;-18.017;6;0
12.38;0.216;-18.073;6;0
12.4;0.216;-18.129;6;0
12.42;0.216;-18.185;6;0
12.44;0.216;-18.24;6;0
12.46;0.216;-18.296;6;0
12.48;0.216;-18.352;6;0
12.5;0.216;-18.408;6;0
12.52;0.216;-18.464;6;0
12.54;0.216;-18.52;6;0
12.56;0.216;-18.576;6;0
12.58;0.216;-18.631;6;0
12.6;0.216;-18.689;6;0
12.62;0.216;-18.745;6;0
12.64;0.216;-18.801;6;0
12.66;0.215;-18.857;6;0
12.68;0.215;-18.912;6;0
12.7;0.215;-18.968;6;0
12.72;0.215;-19.026;6;0
12.74;0.215;-19.082;6;0
12.76;0.215;-19.139;6;0
12.78;0.215;-19.195;6;0
12.8;0.215;-19.253;6;0
12.82;0.215;-19.309;6;0
12.84;0.215;-19.366;6;0
12.86;0.216;-19.424;6;0
12.88;0.216;-19.48;6;0
12.9;0.216;-19.537;6;0
12.92;0.216;-19.595;6;0
12.94;0.216;-19.652;6;0
12.96;0.218;-19.71;6;0
12.98;0.218;-19.768;6;0
13;0.218;-19.825;6;0
13.02;0.218;-19.883;6;0
13.04;0.22;-19.94;6;0
13.06;0.22;-19.998;6;0
13.08;0.22;-20.056;6;0
13.1;0.222;-20.113;6;0
13.12;0.222;-20.173;6;0
13.14;0.223;-20.23;6;0
13.16;0.223;-20.288;6;0
13.18;0.225;-20.347;6;0
13.2;0.227;-20.405;6;0
13.22;0.227;-20.462;6;0
13.24;0.229;-20.522;6;0
13.26;0.23;-20.579;6;0
13.28;0.23;-20.637;6;0
13.3;0.232;-20.696;6;0
13.32;0.234;-20.754;6;0
13.34;0.236;-20.813;6;0
13.36;0.236;-20.871;6;0
13.38;0.237;-20.93;6;0
13.4;0.241;-20.989;6;0
13.42;0.241;-21.047;6;0
13.44;0.243;-21.106;6;0
13.46;0.244;-21.166;6;0
13.48;0.246;-21.223;6;0
13.5;0.246;-21.283;6;0
13.52;0.25;-21.342;6;0
13.54;0.251;-21.401;6;0
13.56;0.253;-21.461;6;0
13.58;0.255;-21.518;6;0
13.6;0.257;-21.578;6;0
13.62;0.258;-21.637;6;0
13.64;0.26;-21.696;6;0
13.66;0.262;-21.756;6;0
13.68;0.264;-21.815;6;0
13.7;0.265;-21.874;6;0
13.72;0.267;-21.934;6;0
13.74;0.269;-21.993;6;0
13.76;0.269;-22.052;6;0
13.78;0.271;-22.112;6;0
13.8;0.272;-22.171;6;0
13.82;0.274;-22.23;6;0
13.84;0.274;-22.291;6;0
13.86;0.276;-22.351;6;0
13.88;0.278;-22.41;6;0
13.9;0.279;-22.471;6;0
13.92;0.279;-22.53;6;0
13.94;0.281;-22.592;6;0
13.96;0.281;-22.651;6;0
13.98;0.283;-22.712;6;0
14;0.283;-22.773;6;0
14.02;0.283;-22.832;6;0
14.04;0.284;-22.893;6;0
14.06;0.286;-22.955;6;0
14.08;0.286;-23.016;6;0
14.1;0.286;-23.077;6;0
14.12;0.286;-23.138;6;0
14.14;0.288;-23.199;6;0
14.16;0.288;-23.26;6;0
14.18;0.288;-23.321;6;0
14.2;0.288;-23.382;6;0
14.22;0.288;-23.445;6;0
14.24;0.29;-23.506;6;0
14.26;0.29;-23.567;6;0
14.28;0.29;-23.63;6;0
14.3;0.29;-23.691;6;0
14.32;0.29;-23.752;6;0
14.34;0.29;-23.815;6;0
14.36;0.29;-23.876;6;0
14.38;0.29;-23.939;6;0
14.4;0.29;-24.002;6;0
14.42;0.29;-24.063;6;0
14.44;0.29;-24.126;6;0
14.46;0.29;-24.189;6;0
14.48;0.29;-24.251;6;0
14.5;0.291;-24.312;6;0
14.52;0.291;-24.375;6;0
14.54;0.291;-24.438;6;0
14.56;0.291;-24.501;6;0
14.58;0.291;-24.564;6;0
14.6;0.291;-24.627;6;0
14.62;0.291;-24.689;6;0
14.64;0.291;-24.751;6;0
14.66;0.291;-24.813;6;0
14.68;0.291;-24.876;6;0
14.7;0.291;-24.939;6;0
14.72;0.291;-25.002;6;0
14.74;0.291;-25.065;6;0
14.76;0.291;-25.128;6;0
14.78;0.291;-25.19;6;0
14.8;0.291;-25.253;6;0
14.82;0.291;-25.316;6;0
14.84;0.291;-25.379;6;0
14.86;0.291;-25.442;6;0
14.88;0.291;-25.506;6;0
