Tiempo ;Entrada;Angulo;Posicion
105.58;0;0.105;0.267
105.6;0;0.112;0.267
105.62;0;0.117;0.267
105.64;0;0.119;0.267
105.66;0;0.12;0.267
105.68;0;0.12;0.267
105.7;0;0.12;0.267
105.72;0;0.117;0.267
105.74;0;0.11;0.267
105.76;0;0.103;0.267
105.78;0;0.094;0.267
105.8;0;0.084;0.267
105.82;0;0.073;0.267
105.84;0;0.063;0.267
105.86;0;0.049;0.267
105.88;0;0.035;0.267
105.9;0;0.021;0.267
105.92;0;0.007;0.267
105.94;0;-0.009;0.267
105.96;0;-0.023;0.267
105.98;0;-0.037;0.267
106;0;-0.049;0.267
106.02;0;-0.063;0.267
106.04;0;-0.075;0.267
106.06;0;-0.086;0.267
106.08;0;-0.096;0.267
106.1;0;-0.103;0.267
106.12;0;-0.11;0.267
106.14;0;-0.115;0.267
106.16;0;-0.119;0.267
106.18;0;-0.12;0.267
106.2;0;-0.122;0.267
106.22;0;-0.122;0.267
106.24;0;-0.119;0.267
106.26;0;-0.113;0.267
106.28;0;-0.106;0.267
106.3;0;-0.098;0.267
106.32;0;-0.091;0.267
106.34;0;-0.079;0.267
106.36;0;-0.068;0.267
106.38;0;-0.056;0.267
106.4;0;-0.042;0.267
106.42;0;-0.028;0.267
106.44;0;-0.014;0.267
106.46;0;0;0.267
106.48;0;0.016;0.267
106.5;0;0.028;0.267
106.52;0;0.044;0.267
106.54;0;0.056;0.267
106.56;0;0.068;0.267
106.58;0;0.079;0.267
106.6;0;0.089;0.267
106.62;0;0.098;0.267
106.64;0;0.105;0.267
106.66;0;0.11;0.267
106.68;0;0.115;0.267
106.7;0;0.117;0.267
106.72;0;0.119;0.267
106.74;0;0.119;0.267
106.76;0;0.117;0.267
106.78;0;0.112;0.267
106.8;0;0.105;0.267
106.82;0;0.099;0.267
106.84;0;0.091;0.267
106.86;0;0.079;0.267
106.88;0;0.068;0.267
106.9;0;0.056;0.267
106.92;0;0.044;0.267
106.94;0;0.03;0.267
106.96;0;0.016;0.267
106.98;0;0.002;0.267
107;0;-0.012;0.267
107.02;0;-0.026;0.267
107.04;0;-0.04;0.267
107.06;0;-0.052;0.267
107.08;0;-0.065;0.267
107.1;0;-0.075;0.267
107.12;0;-0.087;0.267
107.14;0;-0.096;0.267
107.16;0;-0.103;0.267
107.18;0;-0.108;0.267
107.2;0;-0.113;0.267
107.22;0;-0.117;0.267
107.24;0;-0.119;0.267
107.26;0;-0.119;0.267
107.28;0;-0.119;0.267
107.3;0;-0.113;0.267
107.32;0;-0.108;0.267
107.34;0;-0.101;0.267
107.36;0;-0.094;0.267
107.38;0;-0.084;0.267
107.4;0;-0.073;0.267
107.42;0;-0.063;0.267
107.44;0;-0.049;0.267
107.46;0;-0.037;0.267
107.48;0;-0.023;0.267
107.5;0;-0.009;0.267
107.52;0;0.005;0.267
107.54;0;0.019;0.267
107.56;0;0.033;0.267
107.58;0;0.045;0.267
107.6;0;0.058;0.267
107.62;0;0.07;0.267
107.64;0;0.079;0.267
107.66;0;0.089;0.267
107.68;0;0.098;0.267
107.7;0;0.103;0.267
107.72;0;0.108;0.267
107.74;0;0.112;0.267
107.76;0;0.115;0.267
107.78;0;0.115;0.267
107.8;0;0.115;0.267
107.82;0;0.112;0.267
107.84;0;0.106;0.267
107.86;0;0.101;0.267
107.88;0;0.094;0.267
107.9;0;0.084;0.267
107.92;0;0.073;0.267
107.94;0;0.063;0.267
107.96;0;0.051;0.267
107.98;0;0.038;0.267
108;0;0.024;0.267
108.02;0;0.012;0.267
108.04;0;-0.002;0.267
108.06;0;-0.016;0.267
108.08;0;-0.03;0.267
108.1;0;-0.042;0.267
108.12;0;-0.056;0.267
108.14;0;-0.066;0.267
108.16;0;-0.077;0.267
108.18;0;-0.087;0.267
108.2;0;-0.096;0.267
108.22;0;-0.101;0.267
108.24;0;-0.108;0.267
108.26;0;-0.112;0.267
108.28;0;-0.115;0.267
108.3;0;-0.115;0.267
108.32;0;-0.115;0.267
108.34;0;-0.113;0.267
108.36;0;-0.11;0.267
108.38;0;-0.103;0.267
108.4;0;-0.096;0.267
108.42;0;-0.089;0.267
108.44;0;-0.079;0.267
108.46;0;-0.068;0.267
108.48;0;-0.058;0.267
108.5;0;-0.044;0.267
108.52;0;-0.031;0.267
108.54;0;-0.017;0.267
108.56;0;-0.005;0.267
108.58;0;0.009;0.267
108.6;0;0.023;0.267
108.62;0;0.035;0.267
108.64;0;0.047;0.267
108.66;0;0.061;0.267
108.68;0;0.072;0.267
108.7;0;0.08;0.267
108.72;0;0.089;0.267
108.74;0;0.098;0.267
108.76;0;0.103;0.267
108.78;0;0.106;0.267
108.8;0;0.11;0.267
108.82;0;0.112;0.267
108.84;0;0.112;0.267
108.86;0;0.112;0.267
108.88;0;0.108;0.267
108.9;0;0.103;0.267
108.92;0;0.096;0.267
108.94;0;0.089;0.267
108.96;0;0.079;0.267
108.98;0;0.07;0.267
109;0;0.059;0.267
109.02;0;0.045;0.267
109.04;0;0.033;0.267
109.06;0;0.021;0.267
109.08;0;0.007;0.267
109.1;0;-0.007;0.267
109.12;0;-0.019;0.267
109.14;0;-0.033;0.267
109.16;0;-0.045;0.267
109.18;0;-0.058;0.267
109.2;0;-0.068;0.267
109.22;0;-0.079;0.267
109.24;0;-0.087;0.267
109.26;0;-0.096;0.267
109.28;0;-0.101;0.267
109.3;0;-0.106;0.267
109.32;0;-0.11;0.267
109.34;0;-0.112;0.267
109.36;0;-0.113;0.267
109.38;0;-0.113;0.267
109.4;0;-0.11;0.267
109.42;0;-0.105;0.267
109.44;0;-0.099;0.267
109.46;0;-0.093;0.267
109.48;0;-0.084;0.267
109.5;0;-0.073;0.267
109.52;0;-0.065;0.267
109.54;0;-0.051;0.267
109.56;0;-0.04;0.267
109.58;0;-0.026;0.267
109.6;0;-0.014;0.267
109.62;0;0;0.267
109.64;0;0.014;0.267
109.66;0;0.026;0.267
109.68;0;0.038;0.267
109.7;0;0.051;0.267
109.72;0;0.063;0.267
109.74;0;0.072;0.267
109.76;0;0.082;0.267
109.78;0;0.091;0.267
109.8;0;0.096;0.267
109.82;0;0.101;0.267
109.84;0;0.105;0.267
109.86;0;0.108;0.267
109.88;0;0.108;0.267
109.9;0;0.108;0.267
109.92;0;0.106;0.267
109.94;0;0.103;0.267
109.96;0;0.099;0.267
109.98;0;0.093;0.267
110;0;0.084;0.267
110.02;0;0.075;0.267
110.04;0;0.065;0.267
110.06;0;0.052;0.267
110.08;0;0.042;0.267
110.1;0;0.028;0.267
110.12;0;0.016;0.267
110.14;0;0.003;0.267
110.16;0;-0.01;0.267
110.18;0;-0.023;0.267
110.2;0;-0.037;0.267
110.22;0;-0.047;0.267
110.24;0;-0.059;0.267
110.26;0;-0.07;0.267
110.28;0;-0.079;0.267
110.3;0;-0.089;0.267
110.32;0;-0.096;0.267
110.34;0;-0.101;0.267
110.36;0;-0.105;0.267
110.38;0;-0.108;0.267
110.4;0;-0.108;0.267
110.42;0;-0.11;0.267
110.44;0;-0.108;0.267
110.46;0;-0.105;0.267
110.48;0;-0.101;0.267
110.5;0;-0.096;0.267
110.52;0;-0.087;0.267
110.54;0;-0.079;0.267
110.56;0;-0.068;0.267
110.58;0;-0.059;0.267
110.6;0;-0.047;0.267
110.62;0;-0.035;0.267
110.64;0;-0.021;0.267
110.66;0;-0.009;0.267
110.68;0;0.003;0.267
110.7;0;0.016;0.267
110.72;0;0.03;0.267
110.74;0;0.042;0.267
110.76;0;0.052;0.267
110.78;0;0.065;0.267
110.8;0;0.073;0.267
110.82;0;0.082;0.267
110.84;0;0.091;0.267
110.86;0;0.096;0.267
110.88;0;0.101;0.267
110.9;0;0.103;0.267
110.92;0;0.105;0.267
110.94;0;0.106;0.267
110.96;0;0.106;0.267
110.98;0;0.103;0.267
111;0;0.099;0.267
111.02;0;0.094;0.267
111.04;0;0.087;0.267
111.06;0;0.079;0.267
111.08;0;0.07;0.267
111.1;0;0.059;0.267
111.12;0;0.047;0.267
111.14;0;0.037;0.267
111.16;0;0.024;0.267
111.18;0;0.012;0.267
111.2;0;-0.002;0.267
111.22;0;-0.014;0.267
111.24;0;-0.026;0.267
111.26;0;-0.038;0.267
111.28;0;-0.051;0.267
111.3;0;-0.061;0.267
111.32;0;-0.072;0.267
111.34;0;-0.08;0.267
111.36;0;-0.089;0.267
111.38;0;-0.094;0.267
111.4;0;-0.099;0.267
111.42;0;-0.103;0.267
111.44;0;-0.105;0.267
111.46;0;-0.106;0.267
111.48;0;-0.106;0.267
111.5;0;-0.105;0.267
111.52;0;-0.101;0.267
111.54;0;-0.096;0.267
111.56;0;-0.091;0.267
111.58;0;-0.084;0.267
111.6;0;-0.073;0.267
111.62;0;-0.065;0.267
111.64;0;-0.052;0.267
111.66;0;-0.042;0.267
111.68;0;-0.03;0.267
111.7;0;-0.017;0.267
111.72;0;-0.005;0.267
111.74;0;0.009;0.267
111.76;0;0.019;0.267
111.78;0;0.033;0.267
111.8;0;0.044;0.267
111.82;0;0.054;0.267
111.84;0;0.065;0.267
111.86;0;0.073;0.267
111.88;0;0.082;0.267
111.9;0;0.089;0.267
111.92;0;0.096;0.267
111.94;0;0.099;0.267
111.96;0;0.101;0.267
111.98;0;0.103;0.267
112;0;0.103;0.267
112.02;0;0.103;0.267
112.04;0;0.099;0.267
112.06;0;0.096;0.267
112.08;0;0.091;0.267
112.1;0;0.082;0.267
112.12;0;0.073;0.267
112.14;0;0.065;0.267
112.16;0;0.054;0.267
112.18;0;0.044;0.267
112.2;0;0.031;0.267
112.22;0;0.019;0.267
112.24;0;0.007;0.267
112.26;0;-0.005;0.267
112.28;0;-0.017;0.267
112.3;0;-0.03;0.267
112.32;0;-0.042;0.267
112.34;0;-0.052;0.267
112.36;0;-0.063;0.267
112.38;0;-0.072;0.267
112.4;0;-0.08;0.267
112.42;0;-0.089;0.267
112.44;0;-0.094;0.267
112.46;0;-0.098;0.267
112.48;0;-0.101;0.267
112.5;0;-0.103;0.267
112.52;0;-0.103;0.267
112.54;0;-0.103;0.267
112.56;0;-0.101;0.267
112.58;0;-0.098;0.267
112.6;0;-0.093;0.267
112.62;0;-0.086;0.267
112.64;0;-0.077;0.267
112.66;0;-0.068;0.267
112.68;0;-0.059;0.267
112.7;0;-0.049;0.267
112.72;0;-0.037;0.267
112.74;0;-0.024;0.267
112.76;0;-0.012;0.267
112.78;0;-0.002;0.267
112.8;0;0.012;0.267
112.82;0;0.023;0.267
112.84;0;0.035;0.267
112.86;0;0.045;0.267
112.88;0;0.056;0.267
112.9;0;0.066;0.267
112.92;0;0.075;0.267
112.94;0;0.082;0.267
112.96;0;0.089;0.267
112.98;0;0.094;0.267
113;0;0.098;0.267
113.02;0;0.099;0.267
113.04;0;0.101;0.267
113.06;0;0.101;0.267
113.08;0;0.099;0.267
113.1;0;0.096;0.267
113.12;0;0.091;0.267
113.14;0;0.086;0.267
113.16;0;0.077;0.267
113.18;0;0.07;0.267
113.2;0;0.061;0.267
113.22;0;0.049;0.267
113.24;0;0.038;0.267
113.26;0;0.026;0.267
113.28;0;0.016;0.267
113.3;0;0.003;0.267
113.32;0;-0.009;0.267
113.34;0;-0.021;0.267
113.36;0;-0.033;0.267
113.38;0;-0.044;0.267
113.4;0;-0.056;0.267
113.42;0;-0.065;0.267
113.44;0;-0.073;0.267
113.46;0;-0.08;0.267
113.48;0;-0.089;0.267
113.5;0;-0.094;0.267
113.52;0;-0.098;0.267
113.54;0;-0.099;0.267
113.56;0;-0.101;0.267
113.58;0;-0.101;0.267
113.6;0;-0.101;0.267
113.62;0;-0.098;0.267
113.64;0;-0.094;0.267
113.66;0;-0.089;0.267
113.68;0;-0.08;0.267
113.7;0;-0.073;0.267
113.72;0;-0.065;0.267
113.74;0;-0.054;0.267
113.76;0;-0.044;0.267
113.78;0;-0.033;0.267
113.8;0;-0.021;0.267
113.82;0;-0.009;0.267
113.84;0;0.003;0.267
113.86;0;0.016;0.267
113.88;0;0.026;0.267
113.9;0;0.038;0.267
113.92;0;0.049;0.267
113.94;0;0.059;0.267
113.96;0;0.068;0.267
113.98;0;0.075;0.267
114;0;0.082;0.267
114.02;0;0.089;0.267
114.04;0;0.093;0.267
114.06;0;0.096;0.267
114.08;0;0.098;0.267
114.1;0;0.099;0.267
114.12;0;0.099;0.267
114.14;0;0.096;0.267
114.16;0;0.093;0.267
114.18;0;0.087;0.267
114.2;0;0.08;0.267
114.22;0;0.073;0.267
114.24;0;0.065;0.267
114.26;0;0.054;0.267
114.28;0;0.044;0.267
114.3;0;0.035;0.267
114.32;0;0.021;0.267
114.34;0;0.01;0.267
114.36;0;-0.002;0.267
114.38;0;-0.012;0.267
114.4;0;-0.024;0.267
114.42;0;-0.037;0.267
114.44;0;-0.047;0.267
114.46;0;-0.058;0.267
114.48;0;-0.066;0.267
114.5;0;-0.073;0.267
114.52;0;-0.08;0.267
114.54;0;-0.087;0.267
114.56;0;-0.093;0.267
114.58;0;-0.096;0.267
114.6;0;-0.098;0.267
114.62;0;-0.098;0.267
114.64;0;-0.098;0.267
114.66;0;-0.098;0.267
114.68;0;-0.094;0.267
114.7;0;-0.091;0.267
114.72;0;-0.084;0.267
114.74;0;-0.077;0.267
114.76;0;-0.068;0.267
114.78;0;-0.059;0.267
114.8;0;-0.049;0.267
114.82;0;-0.038;0.267
114.84;0;-0.028;0.267
114.86;0;-0.016;0.267
114.88;0;-0.005;0.267
114.9;0;0.007;0.267
114.92;0;0.019;0.267
114.94;0;0.03;0.267
114.96;0;0.042;0.267
114.98;0;0.051;0.267
115;0;0.061;0.267
115.02;0;0.07;0.267
115.04;0;0.077;0.267
115.06;0;0.082;0.267
115.08;0;0.089;0.267
115.1;0;0.093;0.267
115.12;0;0.094;0.267
115.14;0;0.096;0.267
115.16;0;0.096;0.267
115.18;0;0.096;0.267
115.2;0;0.093;0.267
115.22;0;0.089;0.267
115.24;0;0.082;0.267
115.26;0;0.075;0.267
115.28;0;0.068;0.267
115.3;0;0.059;0.267
115.32;0;0.049;0.267
115.34;0;0.04;0.267
115.36;0;0.028;0.267
115.38;0;0.017;0.267
115.4;0;0.007;0.267
115.42;0;-0.005;0.267
115.44;0;-0.016;0.267
115.46;0;-0.028;0.267
115.48;0;-0.038;0.267
115.5;0;-0.049;0.267
115.52;0;-0.059;0.267
115.54;0;-0.068;0.267
115.56;0;-0.075;0.267
115.58;0;-0.082;0.267
115.6;0;-0.087;0.267
115.62;0;-0.093;0.267
115.64;0;-0.094;0.267
115.66;0;-0.096;0.267
115.68;0;-0.096;0.267
115.7;0;-0.096;0.267
115.72;0;-0.094;0.267
115.74;0;-0.091;0.267
115.76;0;-0.086;0.267
115.78;0;-0.079;0.267
115.8;0;-0.072;0.267
115.82;0;-0.065;0.267
115.84;0;-0.054;0.267
115.86;0;-0.044;0.267
115.88;0;-0.035;0.267
115.9;0;-0.023;0.267
115.92;0;-0.012;0.267
115.94;0;0;0.267
115.96;0;0.012;0.267
115.98;0;0.021;0.267
116;0;0.033;0.267
116.02;0;0.044;0.267
116.04;0;0.052;0.267
116.06;0;0.063;0.267
116.08;0;0.07;0.267
116.1;0;0.077;0.267
116.12;0;0.082;0.267
116.14;0;0.087;0.267
116.16;0;0.091;0.267
116.18;0;0.093;0.267
116.2;0;0.094;0.267
116.22;0;0.094;0.267
116.24;0;0.093;0.267
116.26;0;0.089;0.267
116.28;0;0.084;0.267
116.3;0;0.079;0.267
116.32;0;0.072;0.267
116.34;0;0.065;0.267
116.36;0;0.054;0.267
116.38;0;0.045;0.267
116.4;0;0.035;0.267
116.42;0;0.024;0.267
116.44;0;0.014;0.267
116.46;0;0.003;0.267
116.48;0;-0.009;0.267
116.5;0;-0.019;0.267
116.52;0;-0.031;0.267
116.54;0;-0.04;0.267
116.56;0;-0.051;0.267
116.58;0;-0.061;0.267
116.6;0;-0.068;0.267
116.62;0;-0.075;0.267
116.64;0;-0.08;0.267
116.66;0;-0.087;0.267
116.68;0;-0.091;0.267
116.7;0;-0.093;0.267
116.72;0;-0.094;0.267
116.74;0;-0.094;0.267
116.76;0;-0.094;0.267
116.78;0;-0.091;0.267
116.8;0;-0.087;0.267
116.82;0;-0.08;0.267
116.84;0;-0.075;0.267
116.86;0;-0.068;0.267
116.88;0;-0.059;0.267
116.9;0;-0.049;0.267
116.92;0;-0.04;0.267
116.94;0;-0.03;0.267
116.96;0;-0.017;0.267
116.98;0;-0.009;0.267
117;0;0.003;0.267
117.02;0;0.016;0.267
117.04;0;0.024;0.267
117.06;0;0.037;0.267
117.08;0;0.045;0.267
117.1;0;0.054;0.267
117.12;0;0.063;0.267
117.14;0;0.07;0.267
117.16;0;0.077;0.267
117.18;0;0.082;0.267
117.2;0;0.086;0.267
117.22;0;0.089;0.267
117.24;0;0.091;0.267
117.26;0;0.091;0.267
117.28;0;0.091;0.267
117.3;0;0.089;0.267
117.32;0;0.086;0.267
117.34;0;0.08;0.267
117.36;0;0.073;0.267
117.38;0;0.068;0.267
117.4;0;0.059;0.267
117.42;0;0.051;0.267
117.44;0;0.042;0.267
117.46;0;0.031;0.267
117.48;0;0.019;0.267
117.5;0;0.01;0.267
117.52;0;-0.002;0.267
117.54;0;-0.012;0.267
117.56;0;-0.023;0.267
117.58;0;-0.035;0.267
117.6;0;-0.044;0.267
117.62;0;-0.052;0.267
117.64;0;-0.061;0.267
117.66;0;-0.068;0.267
117.68;0;-0.075;0.267
117.7;0;-0.08;0.267
117.72;0;-0.086;0.267
117.74;0;-0.089;0.267
117.76;0;-0.091;0.267
117.78;0;-0.093;0.267
117.8;0;-0.093;0.267
117.82;0;-0.091;0.267
117.84;0;-0.087;0.267
117.86;0;-0.084;0.267
117.88;0;-0.077;0.267
117.9;0;-0.07;0.267
117.92;0;-0.063;0.267
117.94;0;-0.054;0.267
117.96;0;-0.045;0.267
117.98;0;-0.035;0.267
118;0;-0.024;0.267
118.02;0;-0.014;0.267
118.04;0;-0.003;0.267
118.06;0;0.007;0.267
118.08;0;0.017;0.267
118.1;0;0.028;0.267
118.12;0;0.038;0.267
118.14;0;0.047;0.267
118.16;0;0.056;0.267
118.18;0;0.065;0.267
118.2;0;0.072;0.267
118.22;0;0.077;0.267
118.24;0;0.08;0.267
118.26;0;0.084;0.267
118.28;0;0.087;0.267
118.3;0;0.089;0.267
118.32;0;0.089;0.267
118.34;0;0.089;0.267
118.36;0;0.086;0.267
118.38;0;0.08;0.267
118.4;0;0.075;0.267
118.42;0;0.07;0.267
118.44;0;0.063;0.267
118.46;0;0.054;0.267
118.48;0;0.045;0.267
118.5;0;0.037;0.267
118.52;0;0.026;0.267
118.54;0;0.016;0.267
118.56;0;0.005;0.267
118.58;0;-0.005;0.267
118.6;0;-0.016;0.267
118.62;0;-0.026;0.267
118.64;0;-0.037;0.267
118.66;0;-0.045;0.267
118.68;0;-0.054;0.267
118.7;0;-0.063;0.267
118.72;0;-0.07;0.267
118.74;0;-0.075;0.267
118.76;0;-0.08;0.267
118.78;0;-0.086;0.267
118.8;0;-0.087;0.267
118.82;0;-0.089;0.267
118.84;0;-0.089;0.267
118.86;0;-0.089;0.267
118.88;0;-0.087;0.267
118.9;0;-0.084;0.267
118.92;0;-0.079;0.267
118.94;0;-0.072;0.267
118.96;0;-0.066;0.267
118.98;0;-0.059;0.267
119;0;-0.049;0.267
119.02;0;-0.04;0.267
119.04;0;-0.031;0.267
119.06;0;-0.021;0.267
119.08;0;-0.01;0.267
119.1;0;0;0.267
119.12;0;0.012;0.267
119.14;0;0.021;0.267
119.16;0;0.031;0.267
119.18;0;0.04;0.267
119.2;0;0.049;0.267
119.22;0;0.058;0.267
119.24;0;0.065;0.267
119.26;0;0.072;0.267
119.28;0;0.077;0.267
119.3;0;0.08;0.267
119.32;0;0.084;0.267
119.34;0;0.086;0.267
119.36;0;0.086;0.267
119.38;0;0.086;0.267
119.4;0;0.084;0.267
119.42;0;0.08;0.267
119.44;0;0.077;0.267
119.46;0;0.072;0.267
119.48;0;0.066;0.267
119.5;0;0.058;0.267
119.52;0;0.049;0.267
119.54;0;0.042;0.267
119.56;0;0.031;0.267
119.58;0;0.021;0.267
119.6;0;0.012;0.267
119.62;0;0;0.267
119.64;0;-0.009;0.267
119.66;0;-0.019;0.267
119.68;0;-0.03;0.267
119.7;0;-0.038;0.267
119.72;0;-0.047;0.267
119.74;0;-0.056;0.267
119.76;0;-0.065;0.267
119.78;0;-0.07;0.267
119.8;0;-0.075;0.267
119.82;0;-0.08;0.267
119.84;0;-0.084;0.267
119.86;0;-0.086;0.267
119.88;0;-0.087;0.267
119.9;0;-0.087;0.267
119.92;0;-0.087;0.267
119.94;0;-0.084;0.267
119.96;0;-0.079;0.267
119.98;0;-0.075;0.267
120;0;-0.068;0.267
120.02;0;-0.061;0.267
120.04;0;-0.052;0.267
120.06;0;-0.045;0.267
120.08;0;-0.037;0.267
120.1;0;-0.026;0.267
120.12;0;-0.016;0.267
120.14;0;-0.007;0.267
120.16;0;0.005;0.267
120.18;0;0.014;0.267
120.2;0;0.024;0.267
120.22;0;0.035;0.267
120.24;0;0.044;0.267
120.26;0;0.051;0.267
120.28;0;0.059;0.267
120.3;0;0.066;0.267
120.32;0;0.072;0.267
120.34;0;0.075;0.267
120.36;0;0.079;0.267
120.38;0;0.082;0.267
120.4;0;0.082;0.267
120.42;0;0.084;0.267
120.44;0;0.084;0.267
120.46;0;0.08;0.267
120.48;0;0.077;0.267
120.5;0;0.073;0.267
120.52;0;0.068;0.267
120.54;0;0.061;0.267
120.56;0;0.052;0.267
120.58;0;0.045;0.267
120.6;0;0.037;0.267
120.62;0;0.026;0.267
120.64;0;0.017;0.267
120.66;0;0.007;0.267
120.68;0;-0.003;0.267
120.7;0;-0.012;0.267
120.72;0;-0.023;0.267
120.74;0;-0.033;0.267
120.76;0;-0.04;0.267
120.78;0;-0.049;0.267
120.8;0;-0.058;0.267
120.82;0;-0.065;0.267
120.84;0;-0.07;0.267
120.86;0;-0.075;0.267
120.88;0;-0.079;0.267
120.9;0;-0.082;0.267
120.92;0;-0.084;0.267
120.94;0;-0.084;0.267
120.96;0;-0.084;0.267
120.98;0;-0.084;0.267
121;0;-0.08;0.267
121.02;0;-0.075;0.267
121.04;0;-0.07;0.267
121.06;0;-0.065;0.267
121.08;0;-0.058;0.267
121.1;0;-0.049;0.267
121.12;0;-0.04;0.267
121.14;0;-0.031;0.267
121.16;0;-0.021;0.267
121.18;0;-0.012;0.267
121.2;0;-0.002;0.267
121.22;0;0.009;0.267
121.24;0;0.017;0.267
121.26;0;0.026;0.267
121.28;0;0.037;0.267
121.3;0;0.044;0.267
121.32;0;0.052;0.267
121.34;0;0.059;0.267
121.36;0;0.066;0.267
121.38;0;0.072;0.267
121.4;0;0.075;0.267
121.42;0;0.079;0.267
121.44;0;0.08;0.267
121.46;0;0.08;0.267
121.48;0;0.08;0.267
121.5;0;0.08;0.267
121.52;0;0.077;0.267
121.54;0;0.073;0.267
121.56;0;0.07;0.267
121.58;0;0.063;0.267
121.6;0;0.056;0.267
121.62;0;0.049;0.267
121.64;0;0.042;0.267
121.66;0;0.033;0.267
121.68;0;0.023;0.267
121.7;0;0.014;0.267
121.72;0;0.003;0.267
121.74;0;-0.007;0.267
121.76;0;-0.016;0.267
121.78;0;-0.024;0.267
121.8;0;-0.035;0.267
121.82;0;-0.044;0.267
121.84;0;-0.051;0.267
121.86;0;-0.059;0.267
121.88;0;-0.065;0.267
121.9;0;-0.07;0.267
121.92;0;-0.075;0.267
121.94;0;-0.079;0.267
121.96;0;-0.08;0.267
121.98;0;-0.082;0.267
122;0;-0.082;0.267
122.02;0;-0.082;0.267
122.04;0;-0.079;0.267
122.06;0;-0.077;0.267
122.08;0;-0.072;0.267
122.1;0;-0.066;0.267
122.12;0;-0.059;0.267
122.14;0;-0.052;0.267
122.16;0;-0.044;0.267
122.18;0;-0.037;0.267
122.2;0;-0.028;0.267
122.22;0;-0.017;0.267
122.24;0;-0.009;0.267
122.26;0;0.002;0.267
122.28;0;0.012;0.267
122.3;0;0.021;0.267
122.32;0;0.03;0.267
122.34;0;0.038;0.267
122.36;0;0.047;0.267
122.38;0;0.054;0.267
122.4;0;0.061;0.267
122.42;0;0.066;0.267
122.44;0;0.072;0.267
122.46;0;0.073;0.267
122.48;0;0.077;0.267
122.5;0;0.079;0.267
122.52;0;0.079;0.267
122.54;0;0.079;0.267
122.56;0;0.077;0.267
122.58;0;0.073;0.267
122.6;0;0.07;0.267
122.62;0;0.065;0.267
122.64;0;0.059;0.267
122.66;0;0.052;0.267
122.68;0;0.044;0.267
122.7;0;0.037;0.267
122.72;0;0.028;0.267
122.74;0;0.017;0.267
122.76;0;0.009;0.267
122.78;0;-0.002;0.267
122.8;0;-0.01;0.267
122.82;0;-0.019;0.267
122.84;0;-0.03;0.267
122.86;0;-0.038;0.267
122.88;0;-0.045;0.267
122.9;0;-0.052;0.267
122.92;0;-0.059;0.267
122.94;0;-0.066;0.267
122.96;0;-0.07;0.267
122.98;0;-0.073;0.267
123;0;-0.077;0.267
123.02;0;-0.079;0.267
123.04;0;-0.079;0.267
123.06;0;-0.079;0.267
123.08;0;-0.079;0.267
123.1;0;-0.077;0.267
123.12;0;-0.072;0.267
123.14;0;-0.068;0.267
123.16;0;-0.063;0.267
123.18;0;-0.056;0.267
123.2;0;-0.047;0.267
123.22;0;-0.04;0.267
123.24;0;-0.031;0.267
123.26;0;-0.023;0.267
123.28;0;-0.012;0.267
123.3;0;-0.003;0.267
123.32;0;0.005;0.267
123.34;0;0.016;0.267
123.36;0;0.023;0.267
123.38;0;0.033;0.267
123.4;0;0.042;0.267
123.42;0;0.047;0.267
123.44;0;0.054;0.267
123.46;0;0.061;0.267
123.48;0;0.066;0.267
123.5;0;0.07;0.267
123.52;0;0.073;0.267
123.54;0;0.075;0.267
123.56;0;0.077;0.267
123.58;0;0.077;0.267
123.6;0;0.077;0.267
123.62;0;0.073;0.267
123.64;0;0.072;0.267
123.66;0;0.066;0.267
123.68;0;0.061;0.267
123.7;0;0.054;0.267
123.72;0;0.047;0.267
123.74;0;0.04;0.267
123.76;0;0.033;0.267
123.78;0;0.023;0.267
123.8;0;0.014;0.267
123.82;0;0.005;0.267
123.84;0;-0.005;0.267
123.86;0;-0.014;0.267
123.88;0;-0.023;0.267
123.9;0;-0.031;0.267
123.92;0;-0.04;0.267
123.94;0;-0.047;0.267
123.96;0;-0.054;0.267
123.98;0;-0.061;0.267
124;0;-0.066;0.267
124.02;0;-0.07;0.267
124.04;0;-0.073;0.267
124.06;0;-0.075;0.267
124.08;0;-0.077;0.267
124.1;0;-0.077;0.267
124.12;0;-0.077;0.267
124.14;0;-0.075;0.267
124.16;0;-0.073;0.267
124.18;0;-0.068;0.267
124.2;0;-0.065;0.267
124.22;0;-0.058;0.267
124.24;0;-0.051;0.267
124.26;0;-0.044;0.267
124.28;0;-0.037;0.267
124.3;0;-0.028;0.267
124.32;0;-0.017;0.267
124.34;0;-0.009;0.267
124.36;0;0;0.267
124.38;0;0.009;0.267
124.4;0;0.017;0.267
124.42;0;0.026;0.267
124.44;0;0.035;0.267
124.46;0;0.044;0.267
124.48;0;0.049;0.267
124.5;0;0.056;0.267
124.52;0;0.061;0.267
124.54;0;0.066;0.267
124.56;0;0.07;0.267
124.58;0;0.072;0.267
124.6;0;0.073;0.267
124.62;0;0.073;0.267
124.64;0;0.073;0.267
124.66;0;0.073;0.267
124.68;0;0.072;0.267
124.7;0;0.068;0.267
124.72;0;0.063;0.267
124.74;0;0.056;0.267
124.76;0;0.051;0.267
124.78;0;0.044;0.267
124.8;0;0.037;0.267
124.82;0;0.028;0.267
124.84;0;0.019;0.267
124.86;0;0.01;0.267
124.88;0;0;0.267
124.9;0;-0.009;0.267
124.92;0;-0.016;0.267
