Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH
39.82,1.089,11.182,0,0,-0.03,-0.58
39.84,1.077,11.177,0,0,-0.03,-0.58
39.86,1.065,11.172,0,0,-0.03,-0.58
39.88,1.053,11.167,0,0,-0.03,-0.58
39.9,1.04,11.162,0,0,-0.03,-0.58
39.92,1.028,11.157,0,0,-0.03,-0.58
39.94,1.016,11.152,0,0,-0.03,-0.58
39.96,1.004,11.147,0,0,-0.03,-0.58
39.98,0.992,11.142,0,0,-0.03,-0.58
40,0.98,11.137,0,0,-0.03,-0.58
40.02,0.968,11.131,0,0,-0.03,-0.58
40.04,0.956,11.126,0,0,-0.03,-0.58
40.06,0.943,11.121,0,0,-0.03,-0.58
40.08,0.931,11.116,0,0,-0.03,-0.58
40.1,0.919,11.111,0,0,-0.03,-0.58
40.12,0.907,11.106,0,0,-0.03,-0.58
40.14,0.895,11.101,0,0,-0.03,-0.58
40.16,0.883,11.096,0,0,-0.03,-0.58
40.18,0.871,11.091,0,0,-0.03,-0.58
40.2,0.859,11.085,0,0,-0.03,-0.58
40.22,0.846,11.08,0,0,-0.03,-0.58
40.24,0.834,11.075,0,0,-0.03,-0.58
40.26,0.822,11.07,0,0,-0.03,-0.58
40.28,0.81,11.065,0,0,-0.03,-0.58
40.3,0.798,11.06,0,0,-0.03,-0.58
40.32,0.786,11.055,0,0,-0.03,-0.58
40.34,0.774,11.05,0,0,-0.03,-0.58
40.36,0.762,11.045,0,0,-0.03,-0.58
40.38,0.749,11.04,0,0,-0.03,-0.58
40.4,0.737,11.034,0,0,-0.03,-0.58
40.42,0.725,11.029,0,0,-0.03,-0.58
40.44,0.713,11.024,0,0,-0.03,-0.58
40.46,0.701,11.019,0,0,-0.03,-0.58
40.48,0.689,11.014,0,0,-0.03,-0.58
40.5,0.677,11.009,0,0,-0.03,-0.58
40.52,0.665,11.004,0,0,-0.03,-0.58
40.54,0.652,10.999,0,0,-0.03,-0.58
40.56,0.64,10.994,0,0,-0.03,-0.58
40.58,0.628,10.989,0,0,-0.03,-0.58
40.6,0.616,10.983,0,0,-0.03,-0.58
40.62,0.604,10.978,0,0,-0.03,-0.58
40.64,0.592,10.973,0,0,-0.03,-0.58
40.66,0.58,10.968,0,0,-0.03,-0.58
40.68,0.568,10.963,0,0,-0.03,-0.58
40.7,0.555,10.958,0,0,-0.03,-0.58
40.72,0.543,10.953,0,0,-0.03,-0.58
40.74,0.531,10.948,0,0,-0.03,-0.58
40.76,0.519,10.943,0,0,-0.03,-0.58
40.78,0.507,10.938,0,0,-0.03,-0.58
40.8,0.495,10.932,0,0,-0.03,-0.58
40.82,0.483,10.927,0,0,-0.03,-0.58
40.84,0.471,10.922,0,0,-0.03,-0.58
40.86,0.458,10.917,0,0,-0.03,-0.58
40.88,0.446,10.912,0,0,-0.03,-0.58
40.9,0.434,10.907,0,0,-0.03,-0.58
40.92,0.422,10.902,0,0,-0.03,-0.58
40.94,0.41,10.897,0,0,-0.03,-0.58
40.96,0.398,10.892,0,0,-0.03,-0.58
40.98,0.386,10.887,0,0,-0.03,-0.58
41,0.374,10.881,0,0,-0.03,-0.58
41.02,0.361,10.876,0,0,-0.03,-0.58
41.04,0.349,10.871,0,0,-0.03,-0.58
41.06,0.337,10.866,0,0,-0.03,-0.58
41.08,0.325,10.861,0,0,-0.03,-0.58
41.1,0.313,10.856,0,0,-0.03,-0.58
41.12,0.301,10.851,0,0,-0.03,-0.58
41.14,0.289,10.846,0,0,-0.03,-0.58
41.16,0.277,10.841,0,0,-0.03,-0.58
41.18,0.264,10.835,0,0,-0.03,-0.58
41.2,0.252,10.83,0,0,-0.03,-0.58
41.22,0.24,10.825,0,0,-0.03,-0.58
41.24,0.228,10.82,0,0,-0.03,-0.58
41.26,0.216,10.815,0,0,-0.03,-0.58
41.28,0.204,10.81,0,0,-0.03,-0.58
41.3,0.192,10.805,0,0,-0.03,-0.58
41.32,0.18,10.8,0,0,-0.03,-0.58
41.34,0.167,10.795,0,0,-0.03,-0.58
41.36,0.155,10.79,0,0,-0.03,-0.58
41.38,0.143,10.784,0,0,-0.03,-0.58
41.4,0.131,10.779,0,0,-0.03,-0.58
41.42,0.119,10.774,0,0,-0.03,-0.58
41.44,0.107,10.769,0,0,-0.03,-0.58
41.46,0.095,10.764,0,0,-0.03,-0.58
41.48,0.083,10.759,0,0,-0.03,-0.58
41.5,0.07,10.754,0,0,-0.03,-0.58
41.52,0.058,10.749,0,0,-0.03,-0.58
41.54,0.046,10.744,0,0,-0.03,-0.58
41.56,0.034,10.739,0,0,-0.03,-0.58
41.58,0.022,10.733,0,0,-0.03,-0.58
41.6,0.01,10.728,0,0,-0.03,-0.58
41.62,-0.002,10.723,0,0,-0.03,-0.58
41.64,-0.014,10.718,0,0,-0.03,-0.58
41.66,-0.027,10.713,0,0,-0.03,-0.58
41.68,-0.039,10.708,0,0,-0.03,-0.58
41.7,-0.051,10.703,0,0,-0.03,-0.58
41.72,-0.063,10.698,0,0,-0.03,-0.58
41.74,-0.075,10.693,0,0,-0.03,-0.58
41.76,-0.087,10.688,0,0,-0.03,-0.58
41.78,-0.099,10.682,0,0,-0.03,-0.58
41.8,-0.111,10.677,0,0,-0.03,-0.58
41.82,-0.124,10.672,0,0,-0.03,-0.58
41.84,-0.136,10.667,0,0,-0.03,-0.58
41.86,-0.148,10.662,0,0,-0.03,-0.58
41.88,-0.16,10.657,0,0,-0.03,-0.58
41.9,-0.172,10.652,0,0,-0.03,-0.58
41.92,-0.184,10.647,0,0,-0.03,-0.58
41.94,-0.196,10.642,0,0,-0.03,-0.58
41.96,-0.208,10.637,0,0,-0.03,-0.58
41.98,-0.221,10.631,0,0,-0.03,-0.58
42,-0.233,10.626,0,0,-0.03,-0.58
42.02,-0.245,10.621,0,0,-0.03,-0.58
42.04,-0.257,10.616,0,0,-0.03,-0.58
42.06,-0.269,10.611,0,0,-0.03,-0.58
42.08,-0.281,10.606,0,0,-0.03,-0.58
42.1,-0.293,10.601,0,0,-0.03,-0.58
42.12,-0.305,10.596,0,0,-0.03,-0.58
42.14,-0.318,10.591,0,0,-0.03,-0.58
42.16,-0.33,10.585,0,0,-0.03,-0.58
42.18,-0.342,10.58,0,0,-0.03,-0.58
42.2,-0.354,10.575,0,0,-0.03,-0.58
42.22,-0.366,10.57,0,0,-0.03,-0.58
42.24,-0.378,10.565,0,0,-0.03,-0.58
42.26,-0.39,10.56,0,0,-0.03,-0.58
42.28,-0.402,10.555,0,0,-0.03,-0.58
42.3,-0.415,10.55,0,0,-0.03,-0.58
42.32,-0.427,10.545,0,0,-0.03,-0.58
42.34,-0.439,10.54,0,0,-0.03,-0.58
42.36,-0.451,10.534,0,0,-0.03,-0.58
42.38,-0.463,10.529,0,0,-0.03,-0.58
42.4,-0.475,10.524,0,0,-0.03,-0.58
42.42,-0.487,10.519,0,0,-0.03,-0.58
42.44,-0.499,10.514,0,0,-0.03,-0.58
42.46,-0.512,10.509,0,0,-0.03,-0.58
42.48,-0.524,10.504,0,0,-0.03,-0.58
42.5,-0.536,10.499,0,0,-0.03,-0.58
42.52,-0.548,10.494,0,0,-0.03,-0.58
42.54,-0.56,10.489,0,0,-0.03,-0.58
42.56,-0.572,10.483,0,0,-0.03,-0.58
42.58,-0.584,10.478,0,0,-0.03,-0.58
42.6,-0.596,10.473,0,0,-0.03,-0.58
42.62,-0.609,10.468,0,0,-0.03,-0.58
42.64,-0.621,10.463,0,0,-0.03,-0.58
42.66,-0.633,10.458,0,0,-0.03,-0.58
42.68,-0.645,10.453,0,0,-0.03,-0.58
42.7,-0.657,10.448,0,0,-0.03,-0.58
42.72,-0.669,10.443,0,0,-0.03,-0.58
42.74,-0.681,10.438,0,0,-0.03,-0.58
42.76,-0.693,10.432,0,0,-0.03,-0.58
42.78,-0.706,10.427,0,0,-0.03,-0.58
42.8,-0.718,10.422,0,0,-0.03,-0.58
42.82,-0.73,10.417,0,0,-0.03,-0.58
42.84,-0.742,10.412,0,0,-0.03,-0.58
42.86,-0.754,10.407,0,0,-0.03,-0.58
42.88,-0.766,10.402,0,0,-0.03,-0.58
42.9,-0.778,10.397,0,0,-0.03,-0.58
42.92,-0.79,10.392,0,0,-0.03,-0.58
42.94,-0.803,10.387,0,0,-0.03,-0.58
42.96,-0.815,10.381,0,0,-0.03,-0.58
42.98,-0.827,10.376,0,0,-0.03,-0.58
43,-0.839,10.371,0,0,-0.03,-0.58
43.02,-0.851,10.366,0,0,-0.03,-0.58
43.04,-0.863,10.361,0,0,-0.03,-0.58
43.06,-0.875,10.356,0,0,-0.03,-0.58
43.08,-0.887,10.351,0,0,-0.03,-0.58
43.1,-0.9,10.346,0,0,-0.03,-0.58
43.12,-0.912,10.341,0,0,-0.03,-0.58
43.14,-0.924,10.335,0,0,-0.03,-0.58
43.16,-0.936,10.33,0,0,-0.03,-0.58
43.18,-0.948,10.325,0,0,-0.03,-0.58
43.2,-0.96,10.32,0,0,-0.03,-0.58
43.22,-0.972,10.315,0,0,-0.03,-0.58
43.24,-0.984,10.31,0,0,-0.03,-0.58
43.26,-0.997,10.305,0,0,-0.03,-0.58
43.28,-1.009,10.3,0,0,-0.03,-0.58
43.3,-1.021,10.295,0,0,-0.03,-0.58
43.32,-1.033,10.29,0,0,-0.03,-0.58
43.34,-1.045,10.284,0,0,-0.03,-0.58
43.36,-1.057,10.279,0,0,-0.03,-0.58
43.38,-1.069,10.274,0,0,-0.03,-0.58
43.4,-1.081,10.269,0,0,-0.03,-0.58
43.42,-1.094,10.264,0,0,-0.03,-0.58
43.44,-1.106,10.259,0,0,-0.03,-0.58
43.46,-1.118,10.254,0,0,-0.03,-0.58
43.48,-1.13,10.249,0,0,-0.03,-0.58
43.5,-1.142,10.244,0,0,-0.03,-0.58
43.52,-1.154,10.239,0,0,-0.03,-0.58
43.54,-1.166,10.233,0,0,-0.03,-0.58
43.56,-1.178,10.228,0,0,-0.03,-0.58
43.58,-1.191,10.223,0,0,-0.03,-0.58
43.6,-1.203,10.218,0,0,-0.03,-0.58
43.62,-1.215,10.213,0,0,-0.03,-0.58
43.64,-1.227,10.208,0,0,-0.03,-0.58
43.66,-1.239,10.203,0,0,-0.03,-0.58
43.68,-1.251,10.198,0,0,-0.03,-0.58
43.7,-1.263,10.193,0,0,-0.03,-0.58
43.72,-1.275,10.188,0,0,-0.03,-0.58
43.74,-1.288,10.182,0,0,-0.03,-0.58
43.76,-1.3,10.177,0,0,-0.03,-0.58
43.78,-1.312,10.172,0,0,-0.03,-0.58
43.8,-1.324,10.167,0,0,-0.03,-0.58
43.82,-1.336,10.162,0,0,-0.03,-0.58
43.84,-1.348,10.157,0,0,-0.03,-0.58
43.86,-1.36,10.152,0,0,-0.03,-0.58
43.88,-1.372,10.147,0,0,-0.03,-0.58
43.9,-1.385,10.142,0,0,-0.03,-0.58
43.92,-1.397,10.136,0,0,-0.03,-0.58
43.94,-1.409,10.131,0,0,-0.03,-0.58
43.96,-1.421,10.126,0,0,-0.03,-0.58
43.98,-1.433,10.121,0,0,-0.03,-0.58
44,-1.445,10.116,0,0,-0.03,-0.58
44.02,-1.457,10.111,0,0,-0.03,-0.58
44.04,-1.469,10.106,0,0,-0.03,-0.58
44.06,-1.482,10.101,0,0,-0.03,-0.58
44.08,-1.494,10.096,0,0,-0.03,-0.58
44.1,-1.506,10.091,0,0,-0.03,-0.58
44.12,-1.518,10.085,0,0,-0.03,-0.58
44.14,-1.53,10.08,0,0,-0.03,-0.58
44.16,-1.542,10.075,0,0,-0.03,-0.58
44.18,-1.554,10.07,0,0,-0.03,-0.58
44.2,-1.566,10.065,0,0,-0.03,-0.58
44.22,-1.579,10.06,0,0,-0.03,-0.58
44.24,-1.591,10.055,0,0,-0.03,-0.58
44.26,-1.603,10.05,0,0,-0.03,-0.58
44.28,-1.615,10.045,0,0,-0.03,-0.58
44.3,-1.627,10.04,0,0,-0.03,-0.58
44.32,-1.639,10.034,0,0,-0.03,-0.58
44.34,-1.651,10.029,0,0,-0.03,-0.58
44.36,-1.663,10.024,0,0,-0.03,-0.58
44.38,-1.676,10.019,0,0,-0.03,-0.58
44.4,-1.688,10.014,0,0,-0.03,-0.58
44.42,-1.7,10.009,0,0,-0.03,-0.58
44.44,-1.712,10.004,0,0,-0.03,-0.58
44.46,-1.724,9.999,0,0,-0.03,-0.58
44.48,-1.736,9.994,0,0,-0.03,-0.58
44.5,-1.748,9.989,0,0,-0.03,-0.58
44.52,-1.76,9.983,0,0,-0.03,-0.58
44.54,-1.773,9.978,0,0,-0.03,-0.58
44.56,-1.785,9.973,0,0,-0.03,-0.58
44.58,-1.797,9.968,0,0,-0.03,-0.58
44.6,-1.809,9.963,0,0,-0.03,-0.58
44.62,-1.821,9.958,0,0,-0.03,-0.58
44.64,-1.833,9.953,0,0,-0.03,-0.58
44.66,-1.845,9.948,0,0,-0.03,-0.58
44.68,-1.858,9.943,0,0,-0.03,-0.58
44.7,-1.87,9.938,0,0,-0.03,-0.58
44.72,-1.882,9.932,0,0,-0.03,-0.58
44.74,-1.894,9.927,0,0,-0.03,-0.58
44.76,-1.906,9.922,0,0,-0.03,-0.58
44.78,-1.918,9.917,0,0,-0.03,-0.58
44.8,-1.93,9.912,0,0,-0.03,-0.58
44.82,-1.942,9.907,0,0,-0.03,-0.58
44.84,-1.955,9.902,0,0,-0.03,-0.58
44.86,-1.967,9.897,0,0,-0.03,-0.58
44.88,-1.979,9.892,0,0,-0.03,-0.58
44.9,-1.991,9.886,0,0,-0.03,-0.58
44.92,-2.003,9.881,0,0,-0.03,-0.58
44.94,-2.015,9.876,0,0,-0.03,-0.58
44.96,-2.027,9.871,0,0,-0.03,-0.58
44.98,-2.039,9.866,0,0,-0.03,-0.58
45,-2.052,9.861,0,0,-0.03,-0.58
45.02,-2.064,9.856,0,0,-0.03,-0.58
45.04,-2.076,9.851,0,0,-0.03,-0.58
45.06,-2.088,9.846,0,0,-0.03,-0.58
45.08,-2.1,9.841,0,0,-0.03,-0.58
45.1,-2.112,9.835,0,0,-0.03,-0.58
45.12,-2.124,9.83,0,0,-0.03,-0.58
45.14,-2.136,9.825,0,0,-0.03,-0.58
45.16,-2.149,9.82,0,0,-0.03,-0.58
45.18,-2.161,9.815,0,0,-0.03,-0.58
45.2,-2.173,9.81,0,0,-0.03,-0.58
45.22,-2.185,9.805,0,0,-0.03,-0.58
45.24,-2.197,9.8,0,0,-0.03,-0.58
45.26,-2.209,9.795,0,0,-0.03,-0.58
45.28,-2.221,9.79,0,0,-0.03,-0.58
45.3,-2.233,9.784,0,0,-0.03,-0.58
45.32,-2.246,9.779,0,0,-0.03,-0.58
45.34,-2.258,9.774,0,0,-0.03,-0.58
45.36,-2.27,9.769,0,0,-0.03,-0.58
45.38,-2.282,9.764,0,0,-0.03,-0.58
45.4,-2.294,9.759,0,0,-0.03,-0.58
45.42,-2.306,9.754,0,0,-0.03,-0.58
45.44,-2.318,9.749,0,0,-0.03,-0.58
45.46,-2.33,9.744,0,0,-0.03,-0.58
45.48,-2.343,9.739,0,0,-0.03,-0.58
45.5,-2.355,9.733,0,0,-0.03,-0.58
45.52,-2.367,9.728,0,0,-0.03,-0.58
45.54,-2.379,9.723,0,0,-0.03,-0.58
45.56,-2.391,9.718,0,0,-0.03,-0.58
45.58,-2.403,9.713,0,0,-0.03,-0.58
45.6,-2.415,9.708,0,0,-0.03,-0.58
45.62,-2.427,9.703,0,0,-0.03,-0.58
45.64,-2.44,9.698,0,0,-0.03,-0.58
45.66,-2.452,9.693,0,0,-0.03,-0.58
45.68,-2.464,9.688,0,0,-0.03,-0.58
45.7,-2.476,9.682,0,0,-0.03,-0.58
45.72,-2.488,9.677,0,0,-0.03,-0.58
45.74,-2.5,9.672,0,0,-0.03,-0.58
45.76,-2.512,9.667,0,0,-0.03,-0.58
45.78,-2.524,9.662,0,0,-0.03,-0.58
45.8,-2.537,9.657,0,0,-0.03,-0.58
45.82,-2.549,9.652,0,0,-0.03,-0.58
45.84,-2.561,9.647,0,0,-0.03,-0.58
45.86,-2.573,9.642,0,0,-0.03,-0.58
45.88,-2.585,9.636,0,0,-0.03,-0.58
45.9,-2.597,9.631,0,0,-0.03,-0.58
45.92,-2.609,9.626,0,0,-0.03,-0.58
45.94,-2.621,9.621,0,0,-0.03,-0.58
45.96,-2.634,9.616,0,0,-0.03,-0.58
45.98,-2.646,9.611,0,0,-0.03,-0.58
46,-2.658,9.606,0,0,-0.03,-0.58
46.02,-2.67,9.601,0,0,-0.03,-0.58
46.04,-2.682,9.596,0,0,-0.03,-0.58
46.06,-2.694,9.591,0,0,-0.03,-0.58
46.08,-2.706,9.585,0,0,-0.03,-0.58
46.1,-2.718,9.58,0,0,-0.03,-0.58
46.12,-2.731,9.575,0,0,-0.03,-0.58
46.14,-2.743,9.57,0,0,-0.03,-0.58
46.16,-2.755,9.565,0,0,-0.03,-0.58
46.18,-2.767,9.56,0,0,-0.03,-0.58
46.2,-2.779,9.555,0,0,-0.03,-0.58
46.22,-2.791,9.55,0,0,-0.03,-0.58
46.24,-2.803,9.545,0,0,-0.03,-0.58
46.26,-2.815,9.54,0,0,-0.03,-0.58
46.28,-2.828,9.534,0,0,-0.03,-0.58
46.3,-2.84,9.529,0,0,-0.03,-0.58
46.32,-2.852,9.524,0,0,-0.03,-0.58
46.34,-2.864,9.519,0,0,-0.03,-0.58
46.36,-2.876,9.514,0,0,-0.03,-0.58
46.38,-2.888,9.509,0,0,-0.03,-0.58
46.4,-2.9,9.504,0,0,-0.03,-0.58
46.42,-2.912,9.499,0,0,-0.03,-0.58
46.44,-2.925,9.494,0,0,-0.03,-0.58
46.46,-2.937,9.489,0,0,-0.03,-0.58
46.48,-2.949,9.483,0,0,-0.03,-0.58
46.5,-2.961,9.478,0,0,-0.03,-0.58
46.52,-2.973,9.473,0,0,-0.03,-0.58
46.54,-2.985,9.468,0,0,-0.03,-0.58
46.56,-2.997,9.463,0,0,-0.03,-0.58
46.58,-3.009,9.458,0,0,-0.03,-0.58
46.6,-3.022,9.453,0,0,-0.03,-0.58
46.62,-3.034,9.448,0,0,-0.03,-0.58
46.64,-3.046,9.443,0,0,-0.03,-0.58
46.66,-3.058,9.438,0,0,-0.03,-0.58
46.68,-3.07,9.432,0,0,-0.03,-0.58
46.7,-3.082,9.427,0,0,-0.03,-0.58
46.72,-3.094,9.422,0,0,-0.03,-0.58
46.74,-3.106,9.417,0,0,-0.03,-0.58
46.76,-3.119,9.412,0,0,-0.03,-0.58
46.78,-3.131,9.407,0,0,-0.03,-0.58
46.8,-3.143,9.402,0,0,-0.03,-0.58
46.82,-3.155,9.397,0,0,-0.03,-0.58
46.84,-3.167,9.392,0,0,-0.03,-0.58
46.86,-3.179,9.386,0,0,-0.03,-0.58
46.88,-3.191,9.381,0,0,-0.03,-0.58
46.9,-3.203,9.376,0,0,-0.03,-0.58
46.92,-3.216,9.371,0,0,-0.03,-0.58
46.94,-3.228,9.366,0,0,-0.03,-0.58
46.96,-3.24,9.361,0,0,-0.03,-0.58
46.98,-3.252,9.356,0,0,-0.03,-0.58
47,-3.264,9.351,0,0,-0.03,-0.58
47.02,-3.276,9.346,0,0,-0.03,-0.58
47.04,-3.288,9.341,0,0,-0.03,-0.58
47.06,-3.3,9.335,0,0,-0.03,-0.58
47.08,-3.313,9.33,0,0,-0.03,-0.58
47.1,-3.325,9.325,0,0,-0.03,-0.58
47.12,-3.337,9.32,0,0,-0.03,-0.58
47.14,-3.349,9.315,0,0,-0.03,-0.58
47.16,-3.361,9.31,0,0,-0.03,-0.58
47.18,-3.373,9.305,0,0,-0.03,-0.58
47.2,-3.385,9.3,0,0,-0.03,-0.58
47.22,-3.397,9.295,0,0,-0.03,-0.58
47.24,-3.41,9.29,0,0,-0.03,-0.58
47.26,-3.422,9.284,0,0,-0.03,-0.58
47.28,-3.434,9.279,0,0,-0.03,-0.58
47.3,-3.446,9.274,0,0,-0.03,-0.58
47.32,-3.458,9.269,0,0,-0.03,-0.58
47.34,-3.47,9.264,0,0,-0.03,-0.58
47.36,-3.482,9.259,0,0,-0.03,-0.58
47.38,-3.494,9.254,0,0,-0.03,-0.58
47.4,-3.507,9.249,0,0,-0.03,-0.58
47.42,-3.519,9.244,0,0,-0.03,-0.58
47.44,-3.531,9.239,0,0,-0.03,-0.58
47.46,-3.543,9.233,0,0,-0.03,-0.58
47.48,-3.555,9.228,0,0,-0.03,-0.58
47.5,-3.567,9.223,0,0,-0.03,-0.58
47.52,-3.579,9.218,0,0,-0.03,-0.58
47.54,-3.591,9.213,0,0,-0.03,-0.58
47.56,-3.604,9.208,0,0,-0.03,-0.58
47.58,-3.616,9.203,0,0,-0.03,-0.58
47.6,-3.628,9.198,0,0,-0.03,-0.58
47.62,-3.64,9.193,0,0,-0.03,-0.58
47.64,-3.652,9.187,0,0,-0.03,-0.58
47.66,-3.664,9.182,0,0,-0.03,-0.58
47.68,-3.676,9.177,0,0,-0.03,-0.58
47.7,-3.688,9.172,0,0,-0.03,-0.58
47.72,-3.701,9.167,0,0,-0.03,-0.58
47.74,-3.713,9.162,0,0,-0.03,-0.58
47.76,-3.725,9.157,0,0,-0.03,-0.58
47.78,-3.737,9.152,0,0,-0.03,-0.58
47.8,-3.749,9.147,0,0,-0.03,-0.58
47.82,-3.761,9.142,0,0,-0.03,-0.58
47.84,-3.773,9.136,0,0,-0.03,-0.58
47.86,-3.785,9.131,0,0,-0.03,-0.58
47.88,-3.798,9.126,0,0,-0.03,-0.58
47.9,-3.81,9.121,0,0,-0.03,-0.58
47.92,-3.822,9.116,0,0,-0.03,-0.58
47.94,-3.834,9.111,0,0,-0.03,-0.58
47.96,-3.846,9.106,0,0,-0.03,-0.58
47.98,-3.858,9.101,0,0,-0.03,-0.58
48,-3.87,9.096,0,0,-0.03,-0.58
48.02,-3.882,9.091,0,0,-0.03,-0.58
48.04,-3.895,9.085,0,0,-0.03,-0.58
48.06,-3.907,9.08,0,0,-0.03,-0.58
48.08,-3.919,9.075,0,0,-0.03,-0.58
48.1,-3.931,9.07,0,0,-0.03,-0.58
48.12,-3.943,9.065,0,0,-0.03,-0.58
48.14,-3.955,9.06,0,0,-0.03,-0.58
48.16,-3.967,9.055,0,0,-0.03,-0.58
48.18,-3.979,9.05,0,0,-0.03,-0.58
48.2,-3.992,9.045,0,0,-0.03,-0.58
48.22,-4.004,9.04,0,0,-0.03,-0.58
48.24,-4.016,9.034,0,0,-0.03,-0.58
48.26,-4.028,9.029,0,0,-0.03,-0.58
48.28,-4.04,9.024,0,0,-0.03,-0.58
48.3,-4.052,9.019,0,0,-0.03,-0.58
48.32,-4.064,9.014,0,0,-0.03,-0.58
48.34,-4.076,9.009,0,0,-0.03,-0.58
48.36,-4.089,9.004,0,0,-0.03,-0.58
48.38,-4.101,8.999,0,0,-0.03,-0.58
48.4,-4.113,8.994,0,0,-0.03,-0.58
48.42,-4.125,8.989,0,0,-0.03,-0.58
48.44,-4.137,8.983,0,0,-0.03,-0.58
48.46,-4.149,8.978,0,0,-0.03,-0.58
48.48,-4.161,8.973,0,0,-0.03,-0.58
48.5,-4.173,8.968,0,0,-0.03,-0.58
48.52,-4.186,8.963,0,0,-0.03,-0.58
48.54,-4.198,8.958,0,0,-0.03,-0.58
48.56,-4.21,8.953,0,0,-0.03,-0.58
48.58,-4.222,8.948,0,0,-0.03,-0.58
48.6,-4.234,8.943,0,0,-0.03,-0.58
48.62,-4.246,8.937,0,0,-0.03,-0.58
48.64,-4.258,8.932,0,0,-0.03,-0.58
48.66,-4.27,8.927,0,0,-0.03,-0.58
48.68,-4.283,8.922,0,0,-0.03,-0.58
48.7,-4.295,8.917,0,0,-0.03,-0.58
48.72,-4.307,8.912,0,0,-0.03,-0.58
48.74,-4.319,8.907,0,0,-0.03,-0.58
48.76,-4.331,8.902,0,0,-0.03,-0.58
48.78,-4.343,8.897,0,0,-0.03,-0.58
48.8,-4.355,8.892,0,0,-0.03,-0.58
48.82,-4.367,8.886,0,0,-0.03,-0.58
48.84,-4.38,8.881,0,0,-0.03,-0.58
48.86,-4.392,8.876,0,0,-0.03,-0.58
48.88,-4.404,8.871,0,0,-0.03,-0.58
48.9,-4.416,8.866,0,0,-0.03,-0.58
48.92,-4.428,8.861,0,0,-0.03,-0.58
48.94,-4.44,8.856,0,0,-0.03,-0.58
48.96,-4.452,8.851,0,0,-0.03,-0.58
48.98,-4.464,8.846,0,0,-0.03,-0.58
49,-4.477,8.841,0,0,-0.03,-0.58
49.02,-4.489,8.835,0,0,-0.03,-0.58
49.04,-4.501,8.83,0,0,-0.03,-0.58
49.06,-4.513,8.825,0,0,-0.03,-0.58
49.08,-4.525,8.82,0,0,-0.03,-0.58
49.1,-4.537,8.815,0,0,-0.03,-0.58
49.12,-4.549,8.81,0,0,-0.03,-0.58
49.14,-4.561,8.805,0,0,-0.03,-0.58
49.16,-4.574,8.8,0,0,-0.03,-0.58
49.18,-4.586,8.795,0,0,-0.03,-0.58
49.2,-4.598,8.79,0,0,-0.03,-0.58
49.22,-4.61,8.784,0,0,-0.03,-0.58
49.24,-4.622,8.779,0,0,-0.03,-0.58
49.26,-4.634,8.774,0,0,-0.03,-0.58
49.28,-4.646,8.769,0,0,-0.03,-0.58
49.3,-4.658,8.764,0,0,-0.03,-0.58
49.32,-4.671,8.759,0,0,-0.03,-0.58
49.34,-4.683,8.754,0,0,-0.03,-0.58
49.36,-4.695,8.749,0,0,-0.03,-0.58
49.38,-4.707,8.744,0,0,-0.03,-0.58
49.4,-4.719,8.739,0,0,-0.03,-0.58
49.42,-4.731,8.733,0,0,-0.03,-0.58
49.44,-4.743,8.728,0,0,-0.03,-0.58
49.46,-4.755,8.723,0,0,-0.03,-0.58
49.48,-4.768,8.718,0,0,-0.03,-0.58
49.5,-4.78,8.713,0,0,-0.03,-0.58
49.52,-4.792,8.708,0,0,-0.03,-0.58
49.54,-4.804,8.703,0,0,-0.03,-0.58
49.56,-4.816,8.698,0,0,-0.03,-0.58
49.58,-4.828,8.693,0,0,-0.03,-0.58
49.6,-4.84,8.687,0,0,-0.03,-0.58
49.62,-4.852,8.682,0,0,-0.03,-0.58
49.64,-4.865,8.677,0,0,-0.03,-0.58
49.66,-4.877,8.672,0,0,-0.03,-0.58
49.68,-4.889,8.667,0,0,-0.03,-0.58
49.7,-4.901,8.662,0,0,-0.03,-0.58
49.72,-4.913,8.657,0,0,-0.03,-0.58
49.74,-4.925,8.652,0,0,-0.03,-0.58
49.76,-4.937,8.647,0,0,-0.03,-0.58
49.78,-4.95,8.642,0,0,-0.03,-0.58
49.8,-4.962,8.636,0,0,-0.03,-0.58
49.82,-4.974,8.631,0,0,-0.03,-0.58
49.84,-4.986,8.626,0,0,-0.03,-0.58
49.86,-4.998,8.621,0,0,-0.03,-0.58
49.88,-5.01,8.616,0,0,-0.03,-0.58
49.9,-5.022,8.611,0,0,-0.03,-0.58
49.92,-5.034,8.606,0,0,-0.03,-0.58
49.94,-5.047,8.601,0,0,-0.03,-0.58
49.96,-5.059,8.596,0,0,-0.03,-0.58
49.98,-5.071,8.591,0,0,-0.03,-0.58
50,-5.083,8.585,0,0,-0.03,-0.58
50.02,-5.095,8.58,0,0,-0.03,-0.58
50.04,-5.107,8.575,0,0,-0.03,-0.58
50.06,-5.119,8.57,0,0,-0.03,-0.58
50.08,-5.131,8.565,0,0,-0.03,-0.58
50.1,-5.144,8.56,0,0,-0.03,-0.58
50.12,-5.156,8.555,0,0,-0.03,-0.58
50.14,-5.168,8.55,0,0,-0.03,-0.58
50.16,-5.18,8.545,0,0,-0.03,-0.58
50.18,-5.192,8.54,0,0,-0.03,-0.58
50.2,-5.204,8.534,0,0,-0.03,-0.58
50.22,-5.216,8.529,0,0,-0.03,-0.58
